================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=bigram_clothes_., v=1, w=0.2735714450841225, v*w=0.2735714450841225
f=bigram_are_dressed, v=1, w=0.24708125015386018, v*w=0.24708125015386018
f=unigram_children, v=2, w=0.10023242423319832, v*w=0.20046484846639664
f=bigram_winter_clothes, v=2, w=0.06924200293103625, v*w=0.1384840058620725
f=unigram_dressed, v=2, w=0.05923610848048953, v*w=0.11847221696097907
f=bigram_children_are, v=1, w=0.09110225809899204, v*w=0.09110225809899204
f=bigram_the_woods, v=1, w=0.09099289022251922, v*w=0.09099289022251922
f=unigram_winter, v=2, w=0.044938690429627386, v*w=0.08987738085925477
f=bigram_through_the, v=1, w=0.05834144378044323, v*w=0.05834144378044323
f=unigram_woods, v=1, w=0.04746054746771486, v*w=0.04746054746771486
f=bigram_along_., v=1, w=0.026221347080346832, v*w=0.026221347080346832
f=unigram_while, v=1, w=0.006772260201241698, v*w=0.006772260201241698
f=bigram_woods_while, v=1, w=0, v*w=0
f=bigram_while_pushing, v=1, w=0, v*w=0
f=bigram_pushing_cargo, v=1, w=0, v*w=0
f=bigram_cargo_along, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_along, v=1, w=-0.03008519888625387, v*w=-0.03008519888625387
f=unigram_cargo, v=1, w=-0.03547071764788382, v*w=-0.03547071764788382
f=bigram_walking_through, v=1, w=-0.038564770495016644, v*w=-0.038564770495016644
f=unigram_walking, v=1, w=-0.048020427955048656, v*w=-0.048020427955048656
f=unigram_through, v=1, w=-0.05419591641098961, v*w=-0.05419591641098961
f=bigram_children_dressed, v=1, w=-0.06732588614273598, v*w=-0.06732588614273598
f=bigram_clothes_are, v=1, w=-0.13119011357026808, v*w=-0.13119011357026808
f=unigram_in, v=2, w=-0.08602513351516965, v*w=-0.1720502670303393
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_pushing, v=1, w=-0.2907358842753724, v*w=-0.2907358842753724
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: People are walking along the street .
H: Humans beings are ambling down a road .
label=1, predicted=1, correct
f=bigram_are_walking, v=1, w=0.3962712279785181, v*w=0.3962712279785181
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_people, v=1, w=0.28882961393253187, v*w=0.28882961393253187
f=bigram_walking_along, v=1, w=0.2539356404342873, v*w=0.2539356404342873
f=unigram_humans, v=1, w=0.17271001184111084, v*w=0.17271001184111084
f=unigram_down, v=1, w=0.15181193892975275, v*w=0.15181193892975275
f=bigram_road_., v=1, w=0.13098824805693307, v*w=0.13098824805693307
f=bigram_the_street, v=1, w=0.08548946953250082, v*w=0.08548946953250082
f=bigram_along_the, v=1, w=0.08419479830064176, v*w=0.08419479830064176
f=unigram_beings, v=1, w=0.08027157350412736, v*w=0.08027157350412736
f=bigram_street_., v=1, w=0.049692966448765544, v*w=0.049692966448765544
f=unigram_street, v=1, w=0.03498371651720185, v*w=0.03498371651720185
f=unigram_ambling, v=1, w=0.01560937807541093, v*w=0.01560937807541093
f=bigram_people_are, v=1, w=0.008624136862461192, v*w=0.008624136862461192
f=bigram_humans_beings, v=1, w=0, v*w=0
f=bigram_beings_are, v=1, w=0, v*w=0
f=bigram_ambling_down, v=1, w=0, v*w=0
f=bigram_are_ambling, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_along, v=1, w=-0.03008519888625387, v*w=-0.03008519888625387
f=unigram_walking, v=1, w=-0.048020427955048656, v*w=-0.048020427955048656
f=unigram_road, v=1, w=-0.09053612693936575, v*w=-0.09053612693936575
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_down_a, v=1, w=-0.27769079169406413, v*w=-0.27769079169406413
f=bigram_a_road, v=1, w=-0.3232233330540981, v*w=-0.3232233330540981
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: A male child with blond-hair , green eyes , and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row .
H: A person in a shirt
label=1, predicted=1, correct
f=unigram_has, v=2, w=0.400695262005131, v*w=0.801390524010262
f=unigram_mouth, v=2, w=0.22465415982333464, v*w=0.4493083196466693
f=bigram_has_his, v=1, w=0.358100178388311, v*w=0.358100178388311
f=unigram_person, v=1, w=0.32290623554978604, v*w=0.32290623554978604
f=unigram_hand, v=1, w=0.2707438572209689, v*w=0.2707438572209689
f=bigram_a_person, v=1, w=0.26806657095918407, v*w=0.26806657095918407
f=bigram_his_hand, v=1, w=0.21062681705744532, v*w=0.21062681705744532
f=unigram_teeth, v=1, w=0.17087225623845861, v*w=0.17087225623845861
f=unigram_can, v=1, w=0.15943600743498354, v*w=0.15943600743498354
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=unigram_male, v=1, w=0.14751699430916493, v*w=0.14751699430916493
f=bigram_wearing_a, v=1, w=0.13123149389916114, v*w=0.13123149389916114
f=bigram_on_the, v=1, w=0.12474800655387817, v*w=0.12474800655387817
f=unigram_eyes, v=1, w=0.12399548429688513, v*w=0.12399548429688513
f=unigram_chewing, v=1, w=0.12238359742004065, v*w=0.12238359742004065
f=bigram_,_and, v=1, w=0.11876708611131494, v*w=0.11876708611131494
f=unigram_white, v=1, w=0.10680748882731173, v*w=0.10680748882731173
f=bigram_his_mouth, v=1, w=0.08799381250003095, v*w=0.08799381250003095
f=unigram_where, v=1, w=0.08616650664622214, v*w=0.08616650664622214
f=bigram_stick_and, v=1, w=0.07980514107724346, v*w=0.07980514107724346
f=bigram_wrapped_around, v=1, w=0.07917797930579472, v*w=0.07917797930579472
f=bigram_and_a, v=1, w=0.07472984430831016, v*w=0.07472984430831016
f=unigram_looking, v=1, w=0.07423665082612417, v*w=0.07423665082612417
f=bigram_a_shirt, v=1, w=0.06894893937788762, v*w=0.06894893937788762
f=unigram_stick, v=1, w=0.06805320067567786, v*w=0.06805320067567786
f=bigram_is_chewing, v=1, w=0.0600075324604325, v*w=0.0600075324604325
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_into_his, v=1, w=0.057344433620844584, v*w=0.057344433620844584
f=unigram_4, v=1, w=0.05103592744980954, v*w=0.05103592744980954
f=unigram_you, v=1, w=0.04836621734772974, v*w=0.04836621734772974
f=bigram_,_green, v=1, w=0.013149332532090316, v*w=0.013149332532090316
f=bigram_with_blond-hair, v=1, w=0.004124446532263866, v*w=0.004124446532263866
f=bigram_can_see, v=1, w=0.0029219537916339534, v*w=0.0029219537916339534
f=unigram_inserted, v=1, w=0, v*w=0
f=unigram_popsicle, v=1, w=0, v*w=0
f=unigram_sticky, v=1, w=0, v*w=0
f=bigram_sticky_looking, v=1, w=0, v*w=0
f=bigram_multicolored_t-shirt, v=1, w=0, v*w=0
f=bigram_a_sticky, v=1, w=0, v*w=0
f=bigram_popsicle_stick, v=1, w=0, v*w=0
f=bigram_chewing_and, v=1, w=0, v*w=0
f=bigram_row_., v=1, w=0, v*w=0
f=bigram_teeth_on, v=1, w=0, v*w=0
f=bigram_a_popsicle, v=1, w=0, v*w=0
f=bigram_where_you, v=1, w=0, v*w=0
f=bigram_mouth_where, v=1, w=0, v*w=0
f=bigram_looking_mouth, v=1, w=0, v*w=0
f=bigram_see_4, v=1, w=0, v*w=0
f=bigram_has_it, v=1, w=0, v*w=0
f=bigram_it_inserted, v=1, w=0, v*w=0
f=bigram_inserted_into, v=1, w=0, v*w=0
f=bigram_bottom_row, v=1, w=0, v*w=0
f=bigram_green_eyes, v=1, w=0, v*w=0
f=bigram_4_bright, v=1, w=0, v*w=0
f=bigram_white_teeth, v=1, w=0, v*w=0
f=bigram_mouth_wearing, v=1, w=0, v*w=0
f=bigram_bright_white, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_male_child, v=1, w=-0.0007095620333874755, v*w=-0.0007095620333874755
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=4, w=-0.0024239052585922536, v*w=-0.009695621034369014
f=unigram_shirt, v=1, w=-0.010733142774790528, v*w=-0.010733142774790528
f=bigram_t-shirt_has, v=1, w=-0.014143369327637703, v*w=-0.014143369327637703
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_eyes_,, v=1, w=-0.023441963806966015, v*w=-0.023441963806966015
f=unigram_wrapped, v=1, w=-0.02898308295907811, v*w=-0.02898308295907811
f=bigram_you_can, v=1, w=-0.029718655614244135, v*w=-0.029718655614244135
f=unigram_child, v=1, w=-0.03844179628189679, v*w=-0.03844179628189679
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=unigram_wearing, v=1, w=-0.05100125722308318, v*w=-0.05100125722308318
f=unigram_bright, v=1, w=-0.05321991207720207, v*w=-0.05321991207720207
f=bigram_blond-hair_,, v=1, w=-0.06013207848546624, v*w=-0.06013207848546624
f=unigram_around, v=1, w=-0.06276832185954881, v*w=-0.06276832185954881
f=unigram_blond-hair, v=1, w=-0.0659276590526766, v*w=-0.0659276590526766
f=bigram_and_has, v=1, w=-0.06798594795339534, v*w=-0.06798594795339534
f=bigram_hand_wrapped, v=1, w=-0.07763680877052107, v*w=-0.07763680877052107
f=bigram_person_in, v=1, w=-0.07832097835515348, v*w=-0.07832097835515348
f=unigram_bottom, v=1, w=-0.07994978043635521, v*w=-0.07994978043635521
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_child_with, v=1, w=-0.0970531379063087, v*w=-0.0970531379063087
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=bigram_a_male, v=1, w=-0.11723104660731684, v*w=-0.11723104660731684
f=bigram_and_is, v=1, w=-0.12252559705290292, v*w=-0.12252559705290292
f=unigram_green, v=1, w=-0.12262560161309559, v*w=-0.12262560161309559
f=bigram_the_bottom, v=1, w=-0.12358230083906183, v*w=-0.12358230083906183
f=unigram_into, v=1, w=-0.14565777871916058, v*w=-0.14565777871916058
f=unigram_see, v=1, w=-0.16399590019580002, v*w=-0.16399590019580002
f=bigram_a_multicolored, v=1, w=-0.16765534499464524, v*w=-0.16765534499464524
f=unigram_t-shirt, v=1, w=-0.1816603506816038, v*w=-0.1816603506816038
f=bigram_around_a, v=1, w=-0.2073328834734948, v*w=-0.2073328834734948
f=unigram_multicolored, v=1, w=-0.20943682408068132, v*w=-0.20943682408068132
f=unigram_it, v=1, w=-0.22213925844872068, v*w=-0.22213925844872068
f=unigram_row, v=1, w=-0.22404919521874056, v*w=-0.22404919521874056
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_and, v=3, w=-0.0751160091009072, v*w=-0.22534802730272158
f=unigram_his, v=2, w=-0.37413418362669487, v*w=-0.7482683672533897
================================================================================
P: Two men holding their mouths open .
H: Two men with mouths agape .
label=1, predicted=1, correct
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_two, v=2, w=0.12260180446350935, v*w=0.2452036089270187
f=bigram_open_., v=1, w=0.12122060099216689, v*w=0.12122060099216689
f=unigram_open, v=1, w=0.11637251945296964, v*w=0.11637251945296964
f=unigram_mouths, v=2, w=0.04800484465653816, v*w=0.09600968931307632
f=unigram_holding, v=1, w=0.06563157717938507, v*w=0.06563157717938507
f=bigram_their_mouths, v=1, w=0.04800484465653816, v*w=0.04800484465653816
f=bigram_holding_their, v=1, w=0.02634717362747914, v*w=0.02634717362747914
f=unigram_agape, v=1, w=0, v*w=0
f=bigram_agape_., v=1, w=0, v*w=0
f=bigram_mouths_open, v=1, w=0, v*w=0
f=bigram_mouths_agape, v=1, w=0, v*w=0
f=bigram_with_mouths, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_two_men, v=2, w=-0.0048989699733705365, v*w=-0.009797939946741073
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=unigram_men, v=2, w=-0.028411978133876824, v*w=-0.05682395626775365
f=bigram_men_holding, v=1, w=-0.060074661602854594, v*w=-0.060074661602854594
f=bigram_men_with, v=1, w=-0.10627120519048028, v*w=-0.10627120519048028
f=unigram_their, v=1, w=-0.14326177856098374, v*w=-0.14326177856098374
================================================================================
P: A scientist with a checkered shirt on is looking into a microscope to learn more about the world .
H: A scientist is close to a scientific breakthrough .
label=0, predicted=0, correct
f=bigram_is_looking, v=1, w=0.33001201825477017, v*w=0.33001201825477017
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_close, v=1, w=0.23248287203261972, v*w=0.23248287203261972
f=bigram_looking_into, v=1, w=0.18699214192610344, v*w=0.18699214192610344
f=bigram_shirt_on, v=1, w=0.15936167609744611, v*w=0.15936167609744611
f=unigram_more, v=1, w=0.14343675104175765, v*w=0.14343675104175765
f=bigram_close_to, v=1, w=0.13290492053163452, v*w=0.13290492053163452
f=unigram_looking, v=1, w=0.07423665082612417, v*w=0.07423665082612417
f=bigram_world_., v=1, w=0.056923097739535265, v*w=0.056923097739535265
f=bigram_on_is, v=1, w=0.04706886247341388, v*w=0.04706886247341388
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=bigram_the_world, v=1, w=0.008743646954771459, v*w=0.008743646954771459
f=bigram_to_a, v=1, w=0.0015750532160762939, v*w=0.0015750532160762939
f=unigram_breakthrough, v=1, w=0, v*w=0
f=unigram_scientific, v=1, w=0, v*w=0
f=bigram_microscope_to, v=1, w=0, v*w=0
f=bigram_is_close, v=1, w=0, v*w=0
f=bigram_breakthrough_., v=1, w=0, v*w=0
f=bigram_learn_more, v=1, w=0, v*w=0
f=bigram_a_scientific, v=1, w=0, v*w=0
f=bigram_more_about, v=1, w=0, v*w=0
f=bigram_scientist_with, v=1, w=0, v*w=0
f=bigram_scientific_breakthrough, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=3, w=-0.0024239052585922536, v*w=-0.00727171577577676
f=unigram_shirt, v=1, w=-0.010733142774790528, v*w=-0.010733142774790528
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_a_microscope, v=1, w=-0.04306218158223543, v*w=-0.04306218158223543
f=unigram_microscope, v=1, w=-0.0662697325414118, v*w=-0.0662697325414118
f=unigram_learn, v=1, w=-0.06727472868743674, v*w=-0.06727472868743674
f=bigram_to_learn, v=1, w=-0.06727472868743674, v*w=-0.06727472868743674
f=bigram_scientist_is, v=1, w=-0.08775284500726395, v*w=-0.08775284500726395
f=unigram_checkered, v=1, w=-0.09188227003062122, v*w=-0.09188227003062122
f=bigram_into_a, v=1, w=-0.09682223326231609, v*w=-0.09682223326231609
f=bigram_a_checkered, v=1, w=-0.14180455897865252, v*w=-0.14180455897865252
f=bigram_checkered_shirt, v=1, w=-0.14267837713588344, v*w=-0.14267837713588344
f=unigram_into, v=1, w=-0.14565777871916058, v*w=-0.14565777871916058
f=unigram_is, v=2, w=-0.1087656479607868, v*w=-0.2175312959215736
f=bigram_about_the, v=1, w=-0.2223409324299071, v*w=-0.2223409324299071
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_world, v=1, w=-0.2525210730341279, v*w=-0.2525210730341279
f=unigram_scientist, v=2, w=-0.12791696161765537, v*w=-0.25583392323531073
f=bigram_a_scientist, v=2, w=-0.12791696161765537, v*w=-0.25583392323531073
f=unigram_about, v=1, w=-0.7315870653372496, v*w=-0.7315870653372496
f=unigram_to, v=2, w=-0.48944732742029523, v*w=-0.9788946548405905
================================================================================
P: A woman in a gray shirt working on papers at her desk .
H: Lady working in her desk tensely to completed the task
label=0, predicted=0, correct
f=unigram_desk, v=2, w=0.24167706156252056, v*w=0.4833541231250411
f=unigram_gray, v=1, w=0.30304357186018654, v*w=0.30304357186018654
f=bigram_at_her, v=1, w=0.2332242895992232, v*w=0.2332242895992232
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=unigram_woman, v=1, w=0.1413660042219838, v*w=0.1413660042219838
f=bigram_desk_., v=1, w=0.09381372417100853, v*w=0.09381372417100853
f=bigram_a_woman, v=1, w=0.07886436240659192, v*w=0.07886436240659192
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_in_her, v=1, w=0.05063148100833711, v*w=0.05063148100833711
f=unigram_completed, v=1, w=0.028277570391889634, v*w=0.028277570391889634
f=unigram_tensely, v=1, w=0, v*w=0
f=bigram_desk_tensely, v=1, w=0, v*w=0
f=bigram_tensely_to, v=1, w=0, v*w=0
f=bigram_on_papers, v=1, w=0, v*w=0
f=bigram_papers_at, v=1, w=0, v*w=0
f=bigram_lady_working, v=1, w=0, v*w=0
f=bigram_to_completed, v=1, w=0, v*w=0
f=bigram_completed_the, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_a_gray, v=1, w=-0.0021009569362869496, v*w=-0.0021009569362869496
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=bigram_her_desk, v=2, w=-0.003274280888619943, v*w=-0.006548561777239886
f=bigram_the_task, v=1, w=-0.008058838289627267, v*w=-0.008058838289627267
f=unigram_shirt, v=1, w=-0.010733142774790528, v*w=-0.010733142774790528
f=bigram_working_in, v=1, w=-0.015921440055052735, v*w=-0.015921440055052735
f=unigram_at, v=1, w=-0.0217453823726876, v*w=-0.0217453823726876
f=bigram_working_on, v=1, w=-0.06049682714056755, v*w=-0.06049682714056755
f=unigram_lady, v=1, w=-0.06995789361268763, v*w=-0.06995789361268763
f=unigram_task, v=1, w=-0.08064595836762364, v*w=-0.08064595836762364
f=bigram_woman_in, v=1, w=-0.09202603561617556, v*w=-0.09202603561617556
f=bigram_shirt_working, v=1, w=-0.10657201855294857, v*w=-0.10657201855294857
f=unigram_working, v=2, w=-0.0632726259075522, v*w=-0.1265452518151044
f=unigram_papers, v=1, w=-0.15118119661955465, v*w=-0.15118119661955465
f=unigram_in, v=2, w=-0.08602513351516965, v*w=-0.1720502670303393
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_gray_shirt, v=1, w=-0.27261092054554187, v*w=-0.27261092054554187
f=unigram_her, v=2, w=-0.21546840459580557, v*w=-0.43093680919161115
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
================================================================================
P: A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .
H: One person sits at a restaurant table while another pulls luggage across the street while holding a gift bag .
label=1, predicted=1, correct
f=unigram_sits, v=2, w=0.27972805430371794, v*w=0.5594561086074359
f=bigram_sits_at, v=2, w=0.24282064890173063, v*w=0.48564129780346127
f=unigram_person, v=1, w=0.32290623554978604, v*w=0.32290623554978604
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_,_while, v=1, w=0.28329255244274565, v*w=0.28329255244274565
f=unigram_rolling, v=1, w=0.26782968065066487, v*w=0.26782968065066487
f=unigram_table, v=2, w=0.13347499303849916, v*w=0.2669499860769983
f=bigram_table_in, v=1, w=0.2497985816022047, v*w=0.2497985816022047
